wall_time_iso,mono_ms,frame_idx,ch0,ch1,ch2,ch3,ch4,ch5
2026-04-10T10:51:04.994,1248.404,0,-3.143,-0.252,0.0,0.001,-0.001,-0.001
2026-04-10T10:51:04.996,1251.1935999999998,1,-3.143,-0.251,0.0,0.001,0.0,0.002
2026-04-10T10:51:04.999,1253.9285,2,-3.142,-0.251,-0.001,0.001,0.001,0.002
2026-04-10T10:51:05.002,1256.7062,3,-3.144,-0.251,0.0,0.001,0.0,0.0
2026-04-10T10:51:05.004,1259.5668,4,-3.144,-0.252,0.0,0.001,-0.001,-0.002
2026-04-10T10:51:05.008,1262.2266,5,-3.142,-0.252,0.0,0.001,-0.002,-0.003
2026-04-10T10:51:05.010,1265.0595,6,-3.143,-0.252,0.0,0.001,-0.001,-0.002
2026-04-10T10:51:05.013,1267.9153000000001,7,-3.142,-0.251,0.0,0.001,-0.001,-0.002
2026-04-10T10:51:05.016,1270.5914,8,-3.142,-0.252,0.0,0.001,0.001,0.002
2026-04-10T10:51:05.018,1273.3797,9,-3.143,-0.251,0.0,0.001,0.001,0.002
2026-04-10T10:51:05.021,1276.0395,10,-3.143,-0.251,0.0,0.001,0.0,0.001
2026-04-10T10:51:05.024,1278.8871,11,-3.144,-0.252,0.0,0.001,0.0,-0.002
2026-04-10T10:51:05.027,1281.5717,12,-3.144,-0.252,0.0,0.001,-0.002,-0.003
2026-04-10T10:51:05.029,1284.4216,13,-3.143,-0.251,0.0,0.001,-0.001,-0.003
2026-04-10T10:51:05.033,1287.2760999999998,14,-3.144,-0.252,0.0,0.001,0.0,-0.002
2026-04-10T10:51:05.036,1290.2312,15,-3.144,-0.252,0.0,0.001,0.001,0.001
2026-04-10T10:51:05.038,1292.8582,16,-3.144,-0.251,0.0,0.001,0.001,0.002
2026-04-10T10:51:05.040,1295.4639,17,-3.143,-0.251,0.0,0.001,0.001,0.001
2026-04-10T10:51:05.044,1298.2777,18,-3.143,-0.252,0.0,0.001,0.0,0.0
2026-04-10T10:51:05.046,1301.1313,19,-3.143,-0.252,0.0,0.001,-0.001,-0.003
