wall_time_iso,mono_ms,frame_idx,ch0,ch1,ch2,ch3,ch4,ch5
2026-04-08T10:40:57.938,1118.8937,0,-2.064,0.368,0.0,0.001,0.001,0.002
2026-04-08T10:40:57.941,1121.4605,1,-2.063,0.368,0.0,0.0,0.0,0.001
2026-04-08T10:40:57.944,1124.2586000000001,2,-2.063,0.368,0.0,0.001,0.0,0.0
2026-04-08T10:40:57.946,1126.9450000000002,3,-2.063,0.369,-0.001,0.001,-0.001,-0.003
2026-04-08T10:40:57.949,1129.7615,4,-2.063,0.368,-0.001,0.0,0.0,-0.003
2026-04-08T10:40:57.952,1132.5257,5,-2.063,0.368,0.0,0.001,-0.001,-0.002
2026-04-08T10:40:57.954,1135.261,6,-2.063,0.368,0.0,0.001,0.001,0.001
2026-04-08T10:40:57.958,1137.9342,7,-2.063,0.368,0.0,0.001,0.0,0.002
2026-04-08T10:40:57.961,1140.7345,8,-2.063,0.368,0.0,0.001,0.0,0.002
2026-04-08T10:40:57.963,1143.6095,9,-2.063,0.368,0.0,0.001,0.0,0.0
2026-04-08T10:40:57.966,1146.2447,10,-2.063,0.369,-0.001,0.001,-0.001,-0.002
2026-04-08T10:40:57.969,1149.1405,11,-2.063,0.368,-0.001,0.001,-0.001,-0.004
2026-04-08T10:40:57.972,1151.7628,12,-2.063,0.368,-0.001,0.001,-0.001,-0.002
2026-04-08T10:40:57.974,1154.5666,13,-2.064,0.368,0.0,0.001,-0.001,-0.002
2026-04-08T10:40:57.977,1157.3705,14,-2.063,0.368,0.0,0.001,0.001,0.002
2026-04-08T10:40:57.980,1160.0339,15,-2.063,0.369,0.0,0.001,0.0,0.002
2026-04-08T10:40:57.983,1162.85,16,-2.063,0.368,-0.001,0.001,0.0,0.001
2026-04-08T10:40:57.985,1165.5798,17,-2.063,0.368,0.0,0.001,-0.001,-0.003
2026-04-08T10:40:57.988,1168.3774,18,-2.063,0.368,0.0,0.0,-0.001,-0.004
2026-04-08T10:40:57.991,1171.0369,19,-2.063,0.368,0.0,0.001,-0.001,-0.003
2026-04-08T10:40:57.993,1173.8876,20,-2.064,0.368,-0.001,0.001,-0.001,-0.002
2026-04-08T10:40:57.997,1176.6871,21,-2.063,0.368,0.0,0.001,0.0,0.001
2026-04-08T10:40:57.999,1179.3544,22,-2.063,0.368,-0.001,0.001,0.001,0.002
2026-04-08T10:40:58.002,1182.2448000000002,23,-2.063,0.369,-0.001,0.001,0.0,0.001
2026-04-08T10:40:58.004,1184.8678,24,-2.063,0.368,-0.001,0.001,0.0,-0.001
2026-04-08T10:40:58.008,1187.6907,25,-2.063,0.368,0.0,0.001,-0.001,-0.004
2026-04-08T10:40:58.010,1190.3446,26,-2.063,0.369,-0.001,0.0,0.0,-0.003
2026-04-08T10:40:58.013,1193.177,27,-2.063,0.368,0.0,0.001,0.0,-0.002
2026-04-08T10:40:58.016,1196.0082,28,-2.063,0.368,0.0,0.001,0.0,0.001
2026-04-08T10:40:58.019,1198.6815,29,-2.063,0.368,0.0,0.001,0.0,0.003
2026-04-08T10:40:58.021,1201.4916,30,-2.063,0.368,-0.001,0.001,0.0,0.002
2026-04-08T10:40:58.024,1204.149,31,-2.063,0.369,-0.001,0.001,0.0,0.0
2026-04-08T10:40:58.027,1206.9694,32,-2.064,0.368,-0.001,0.001,0.0,-0.004
2026-04-08T10:40:58.029,1209.6521,33,-2.063,0.368,0.0,0.001,-0.001,-0.004
2026-04-08T10:40:58.032,1212.4896,34,-2.063,0.368,0.0,0.001,-0.001,-0.002
