wall_time_iso,mono_ms,frame_idx,ch0,ch1,ch2,ch3,ch4,ch5
2026-04-08T10:46:40.378,1149.2394,0,-2.343,-0.288,0.0,0.001,-0.001,0.002
2026-04-08T10:46:40.381,1151.8845,1,-2.343,-0.288,-0.001,0.001,0.0,0.001
2026-04-08T10:46:40.384,1154.6809,2,-2.344,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.386,1157.3591000000001,3,-2.343,-0.287,0.0,0.001,0.001,0.001
2026-04-08T10:46:40.389,1160.1976,4,-2.343,-0.288,0.0,0.001,0.001,-0.003
2026-04-08T10:46:40.392,1163.0852,5,-2.343,-0.288,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.395,1165.8043,6,-2.344,-0.288,-0.001,0.001,0.0,-0.003
2026-04-08T10:46:40.398,1168.5620000000001,7,-2.343,-0.287,0.0,0.001,-0.001,0.002
2026-04-08T10:46:40.400,1171.226,8,-2.343,-0.287,0.0,0.001,-0.002,0.001
2026-04-08T10:46:40.403,1174.1036,9,-2.343,-0.287,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.406,1176.8907,10,-2.342,-0.288,0.0,0.001,0.0,0.002
2026-04-08T10:46:40.409,1179.6063000000001,11,-2.343,-0.288,0.0,0.001,0.001,-0.004
2026-04-08T10:46:40.411,1182.4053999999999,12,-2.343,-0.288,0.0,0.001,0.0,-0.003
2026-04-08T10:46:40.414,1185.0726,13,-2.343,-0.287,-0.001,0.001,-0.001,-0.002
2026-04-08T10:46:40.417,1187.9146,14,-2.343,-0.288,0.0,0.001,-0.001,-0.002
2026-04-08T10:46:40.420,1190.7428,15,-2.343,-0.288,0.0,0.001,-0.002,0.003
2026-04-08T10:46:40.422,1193.4129,16,-2.343,-0.288,0.0,0.001,-0.001,0.0
2026-04-08T10:46:40.426,1196.4969999999998,17,-2.343,-0.288,0.0,0.001,0.001,0.0
2026-04-08T10:46:40.428,1198.9533999999999,18,-2.343,-0.288,0.0,0.001,0.001,-0.004
2026-04-08T10:46:40.431,1201.7873,19,-2.343,-0.288,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.434,1204.6457,20,-2.343,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.436,1207.3084999999999,21,-2.343,-0.288,0.0,0.001,0.0,-0.004
2026-04-08T10:46:40.439,1210.1556,22,-2.343,-0.288,0.0,0.001,-0.002,0.002
2026-04-08T10:46:40.442,1212.9134,23,-2.343,-0.288,0.0,0.001,-0.001,0.001
2026-04-08T10:46:40.445,1215.6480999999999,24,-2.343,-0.288,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.448,1218.4694,25,-2.343,-0.288,0.0,0.001,0.001,-0.002
2026-04-08T10:46:40.450,1221.1497,26,-2.343,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.453,1223.9841000000001,27,-2.343,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.456,1226.6668,28,-2.343,-0.288,-0.001,0.001,0.0,-0.004
2026-04-08T10:46:40.459,1229.6478,29,-2.343,-0.287,0.0,0.001,-0.002,0.003
2026-04-08T10:46:40.462,1232.3727,30,-2.343,-0.288,0.0,0.001,-0.001,0.001
2026-04-08T10:46:40.464,1235.0125999999998,31,-2.343,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.467,1237.8347,32,-2.343,-0.287,0.0,0.002,0.001,0.0
2026-04-08T10:46:40.470,1240.5132999999998,33,-2.343,-0.288,-0.001,0.001,0.001,-0.004
2026-04-08T10:46:40.473,1243.3608000000002,34,-2.343,-0.288,0.0,0.001,0.0,-0.002
2026-04-08T10:46:40.475,1246.2314000000001,35,-2.343,-0.288,-0.001,0.001,-0.001,-0.002
2026-04-08T10:46:40.478,1248.909,36,-2.343,-0.288,0.0,0.0,0.0,0.002
2026-04-08T10:46:40.481,1251.7436,37,-2.343,-0.288,0.0,0.001,-0.001,0.001
2026-04-08T10:46:40.484,1254.3802,38,-2.343,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.486,1257.1983,39,-2.343,-0.288,0.0,0.001,0.001,0.001
2026-04-08T10:46:40.489,1260.0553,40,-2.343,-0.288,0.0,0.001,0.001,-0.005
2026-04-08T10:46:40.492,1262.7724,41,-2.343,-0.287,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.495,1265.5768,42,-2.343,-0.288,0.0,0.001,0.0,-0.003
2026-04-08T10:46:40.497,1268.2507999999998,43,-2.342,-0.288,-0.001,0.001,-0.001,0.0
2026-04-08T10:46:40.500,1271.095,44,-2.343,-0.288,0.0,0.001,0.0,0.002
2026-04-08T10:46:40.503,1273.9062999999999,45,-2.343,-0.287,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.506,1276.5949,46,-2.343,-0.288,0.0,0.001,0.001,0.0
2026-04-08T10:46:40.509,1279.4364,47,-2.343,-0.287,-0.001,0.001,0.002,-0.005
2026-04-08T10:46:40.511,1282.1077,48,-2.343,-0.288,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.514,1284.9367,49,-2.343,-0.288,0.0,0.001,0.0,-0.002
2026-04-08T10:46:40.517,1287.7754,50,-2.343,-0.287,0.0,0.001,0.0,-0.003
2026-04-08T10:46:40.520,1290.4484,51,-2.343,-0.288,0.0,0.001,-0.002,0.002
2026-04-08T10:46:40.523,1293.2827,52,-2.343,-0.287,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.525,1295.9949,53,-2.342,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.528,1298.8219000000001,54,-2.343,-0.288,0.0,0.001,0.001,-0.005
2026-04-08T10:46:40.531,1301.6367,55,-2.343,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.534,1304.3144,56,-2.343,-0.287,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.537,1307.1529,57,-2.343,-0.288,0.0,0.001,0.0,-0.004
2026-04-08T10:46:40.539,1309.8354000000002,58,-2.343,-0.287,0.0,0.001,-0.002,0.003
2026-04-08T10:46:40.542,1312.6688,59,-2.343,-0.288,0.0,0.001,0.0,0.001
2026-04-08T10:46:40.545,1315.4829,60,-2.343,-0.288,0.0,0.001,0.0,0.001
2026-04-08T10:46:40.548,1318.1644,61,-2.343,-0.288,0.0,0.001,0.001,-0.001
2026-04-08T10:46:40.550,1320.9904,62,-2.343,-0.288,0.0,0.001,0.001,-0.003
2026-04-08T10:46:40.553,1323.6832000000002,63,-2.343,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.556,1326.5213,64,-2.344,-0.287,-0.001,0.001,0.0,-0.003
2026-04-08T10:46:40.559,1329.3790999999999,65,-2.343,-0.288,0.0,0.001,-0.002,0.002
2026-04-08T10:46:40.561,1332.0352,66,-2.343,-0.288,0.0,0.001,0.0,0.001
2026-04-08T10:46:40.564,1334.8564999999999,67,-2.343,-0.287,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.567,1337.5387,68,-2.343,-0.288,0.0,0.001,0.0,0.001
2026-04-08T10:46:40.570,1340.3878,69,-2.343,-0.288,0.0,0.001,0.001,-0.003
2026-04-08T10:46:40.573,1343.2245,70,-2.343,-0.288,0.0,0.001,0.0,-0.001
2026-04-08T10:46:40.575,1345.9558,71,-2.343,-0.288,-0.001,0.001,0.0,-0.003
2026-04-08T10:46:40.578,1348.7160000000001,72,-2.343,-0.287,-0.001,0.001,-0.001,0.002
2026-04-08T10:46:40.581,1351.3793999999998,73,-2.343,-0.287,0.0,0.001,-0.001,0.001
2026-04-08T10:46:40.584,1354.2152999999998,74,-2.343,-0.288,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.587,1357.0452,75,-2.343,-0.288,0.0,0.001,0.0,0.0
2026-04-08T10:46:40.589,1359.7333,76,-2.343,-0.288,0.0,0.001,0.001,-0.005
