wall_time_iso,mono_ms,frame_idx,ch0,ch1,ch2,ch3,ch4,ch5
2026-04-08T11:30:27.566,1411.3699,0,-2.583,-0.203,0.0,0.001,0.0,0.002
2026-04-08T11:30:27.569,1414.0874999999999,1,-2.584,-0.203,0.0,0.001,0.0,0.0
2026-04-08T11:30:27.572,1416.8612,2,-2.583,-0.203,0.0,0.001,0.0,-0.003
2026-04-08T11:30:27.574,1419.7431000000001,3,-2.584,-0.203,0.0,0.001,-0.001,-0.003
2026-04-08T11:30:27.577,1422.3325,4,-2.583,-0.202,0.0,0.001,-0.001,-0.003
2026-04-08T11:30:27.580,1425.1766,5,-2.584,-0.202,-0.001,0.001,0.0,-0.001
2026-04-08T11:30:27.583,1428.306,6,-2.583,-0.202,-0.001,0.001,0.0,0.002
2026-04-08T11:30:27.585,1430.7192,7,-2.583,-0.203,0.0,0.001,0.001,0.002
2026-04-08T11:30:27.588,1433.5007,8,-2.583,-0.202,0.0,0.001,0.0,0.001
2026-04-08T11:30:27.591,1436.3093000000001,9,-2.583,-0.202,0.0,0.001,-0.001,-0.002
2026-04-08T11:30:27.594,1438.9936,10,-2.583,-0.202,-0.001,0.001,-0.001,-0.004
2026-04-08T11:30:27.596,1441.7203,11,-2.583,-0.203,0.0,0.001,0.0,-0.003
2026-04-08T11:30:27.601,1445.9228,12,-2.583,-0.203,0.0,0.001,0.0,-0.002
2026-04-08T11:30:27.605,1449.8709999999999,13,-2.583,-0.203,0.0,0.001,0.001,0.002
2026-04-08T11:30:27.611,1456.1915000000001,14,-2.584,-0.202,0.0,0.001,0.0,0.001
2026-04-08T11:30:27.613,1458.3732,15,-2.583,-0.203,0.0,0.001,-0.001,-0.003
2026-04-08T11:30:27.616,1461.4406,16,-2.583,-0.202,0.0,0.001,0.0,-0.003
2026-04-08T11:30:27.619,1464.2961,17,-2.583,-0.203,0.0,0.001,-0.001,-0.002
2026-04-08T11:30:27.622,1466.7692000000002,18,-2.583,-0.203,0.0,0.001,0.0,0.001
2026-04-08T11:30:27.631,1476.1256,19,-2.583,-0.202,0.0,0.001,0.001,0.002
