wall_time_iso,mono_ms,frame_idx,ch0,ch1,ch2,ch3,ch4,ch5
2026-04-10T10:45:36.983,1573.3196,0,-2.562,0.098,0.0,0.001,0.0,0.001
2026-04-10T10:45:36.986,1575.9145,1,-2.563,0.099,-0.001,0.0,0.001,0.002
2026-04-10T10:45:36.996,1586.8205,2,-2.562,0.098,-0.001,0.001,0.0,0.0
2026-04-10T10:45:37.000,1590.2971,3,-2.563,0.098,0.0,0.001,-0.001,-0.003
2026-04-10T10:45:37.003,1592.9974,4,-2.563,0.098,-0.001,0.001,0.0,0.0
2026-04-10T10:45:37.005,1595.6441,5,-2.563,0.098,0.0,0.001,0.001,0.001
2026-04-10T10:45:37.008,1598.1592,6,-2.563,0.098,0.0,0.001,0.0,0.002
2026-04-10T10:45:37.011,1600.9874,7,-2.563,0.098,-0.001,0.001,0.0,0.0
2026-04-10T10:45:37.013,1603.8277,8,-2.563,0.098,-0.001,0.001,-0.001,-0.003
2026-04-10T10:45:37.016,1606.5461,9,-2.563,0.098,0.0,0.001,-0.002,-0.003
2026-04-10T10:45:37.019,1609.31,10,-2.563,0.098,-0.001,0.001,-0.001,-0.003
2026-04-10T10:45:37.022,1611.9985,11,-2.563,0.098,0.0,0.001,0.0,-0.002
2026-04-10T10:45:37.025,1614.8048,12,-2.562,0.098,-0.001,0.001,0.001,0.002
2026-04-10T10:45:37.027,1617.4788,13,-2.562,0.098,0.0,0.001,0.001,0.002
2026-04-10T10:45:37.032,1621.6541,14,-2.563,0.098,-0.001,0.001,0.0,0.001
2026-04-10T10:45:37.036,1626.219,15,-2.563,0.098,-0.001,0.001,0.0,-0.003
2026-04-10T10:45:37.039,1628.9336,16,-2.563,0.098,0.0,0.001,-0.001,-0.002
2026-04-10T10:45:37.042,1631.8034,17,-2.562,0.098,-0.001,0.001,0.0,-0.001
2026-04-10T10:45:37.044,1634.5581,18,-2.563,0.098,-0.001,0.001,0.001,0.001
2026-04-10T10:45:37.050,1639.712,19,-2.562,0.098,0.0,0.001,0.0,0.002
2026-04-10T10:45:37.052,1642.5784,20,-2.562,0.098,-0.001,0.0,0.0,0.0
2026-04-10T10:45:37.055,1645.1984,21,-2.563,0.099,-0.001,0.001,-0.001,-0.003
2026-04-10T10:45:37.058,1648.0068,22,-2.562,0.098,-0.001,0.001,-0.002,-0.003
2026-04-10T10:45:37.061,1650.9219,23,-2.563,0.098,-0.001,0.001,-0.001,-0.002
2026-04-10T10:45:37.064,1653.6465,24,-2.563,0.098,-0.001,0.001,0.001,0.001
2026-04-10T10:45:37.067,1656.8394,25,-2.563,0.099,0.0,0.001,0.001,0.002
2026-04-10T10:45:37.071,1660.3887,26,-2.562,0.098,-0.001,0.001,0.0,0.001
2026-04-10T10:45:37.074,1663.8428999999999,27,-2.562,0.098,-0.001,0.001,0.0,-0.002
2026-04-10T10:45:37.077,1666.3868,28,-2.563,0.098,-0.001,0.001,0.0,-0.003
2026-04-10T10:45:37.080,1669.3604,29,-2.562,0.098,-0.001,0.001,-0.001,-0.002
2026-04-10T10:45:37.082,1671.9326999999998,30,-2.563,0.098,-0.001,0.001,-0.001,-0.002
2026-04-10T10:45:37.085,1674.8941,31,-2.563,0.098,0.0,0.001,0.001,0.002
2026-04-10T10:45:37.088,1677.3425,32,-2.563,0.098,-0.001,0.001,0.001,0.002
2026-04-10T10:45:37.091,1680.3309,33,-2.562,0.098,-0.001,0.001,0.0,0.001
2026-04-10T10:45:37.093,1682.8399,34,-2.562,0.098,0.0,0.001,-0.001,-0.002
2026-04-10T10:45:37.097,1686.3637,35,-2.562,0.098,-0.001,0.001,-0.002,-0.003
2026-04-10T10:45:37.099,1688.554,36,-2.563,0.099,-0.001,0.0,-0.002,-0.003
2026-04-10T10:45:37.101,1691.2125,37,-2.563,0.098,-0.001,0.001,0.0,-0.002
2026-04-10T10:45:37.104,1694.0097999999998,38,-2.563,0.098,0.0,0.001,0.001,0.002
2026-04-10T10:45:37.107,1696.874,39,-2.562,0.099,0.0,0.001,0.001,0.001
2026-04-10T10:45:37.110,1700.029,40,-2.563,0.098,0.0,0.001,0.0,0.0
2026-04-10T10:45:37.112,1702.1512,41,-2.563,0.099,-0.001,0.001,0.0,-0.001
2026-04-10T10:45:37.116,1705.8699,42,-2.563,0.098,-0.001,0.001,-0.002,-0.003
